log2FoldChange	pvalue	padj	baseMean
ENSG00000206652.1|snRNA|RNU1-1|ENSG00000206652.1|ENSG00000206652.1|0|164	-0.0268943663628161	0.645368091549133	0.980650956640794	59.3415933056533
ENSG00000207513.1|snRNA|RNU1-3|ENSG00000207513.1|ENSG00000207513.1|0|164	-0.0357357238260709	0.679653070812671	0.986376260304235	51.1572936880131
ENSG00000207389.1|snRNA|RNU1-4|ENSG00000207389.1|ENSG00000207389.1|0|164	-0.0614732807223541	0.547056339468211	0.952727341886647	50.0101000562348
ENSG00000238142.1|lncRNA|BX284668.5|ENSG00000238142.1|ENSG00000238142.1|0|508	-Inf	0.321807563821647	0.861962673229826	4.624929553516
ENSG00000207005.1|snRNA|RNU1-2|ENSG00000207005.1|ENSG00000207005.1|0|164	-0.0781503254764484	0.375032792865867	0.888799754757922	49.2173513049628
ENSG00000117118.9|mRNA|SDHB|ENSG00000117118.9|ENSG00000117118.9|0|2462	0.22993853820112	0.442373695404302	0.915968118497291	51.1980902311272
ENSG00000159339.13|mRNA|PADI4|ENSG00000159339.13|ENSG00000159339.13|0|2971	-0.274005087555002	0.61180313987599	0.976052917799927	45.4012710245611
ENSG00000179051.13|mRNA|RCC2|ENSG00000179051.13|ENSG00000179051.13|0|4126	0.21417371398231	0.195689987784024	0.752886630875856	121.019820945384
ENSG00000053371.12|mRNA|AKR7A2|ENSG00000053371.12|ENSG00000053371.12|0|1781	0.00664465331651165	0.841118251226527	0.995456664308433	31.2636592310529
ENSG00000077549.17|mRNA|CAPZB|ENSG00000077549.17|ENSG00000077549.17|0|3238	0.00753986878951451	0.27050082337281	0.8106522841885	393.152458580269
ENSG00000270136.5|mRNA|MINOS1-NBL1|ENSG00000270136.5|ENSG00000270136.5|0|2493	0.451127940028267	0.0402178444840127	0.471488295682452	31.8673807729829
ENSG00000158825.5|mRNA|CDA|ENSG00000158825.5|ENSG00000158825.5|0|963	0.658371718961609	0.019945328220887	0.353273135454163	25.8608973091613
ENSG00000158828.7|mRNA|PINK1|ENSG00000158828.7|ENSG00000158828.7|0|4836	0.0194643990024055	0.85960814898831	0.995711322203305	87.9581913301937
ENSG00000244038.9|mRNA|DDOST|ENSG00000244038.9|ENSG00000244038.9|0|2721	-0.0169793173074346	0.645368091549133	0.980650956640794	28.6104542017686
ENSG00000127483.17|mRNA|HP1BP3|ENSG00000127483.17|ENSG00000127483.17|0|7442	-0.00546833043699202	0.732295750544863	0.987464366908432	279.574907375541
ENSG00000075151.20|mRNA|EIF4G3|ENSG00000075151.20|ENSG00000075151.20|0|9596	0.0703449314737394	0.732295750544863	0.987464366908432	514.552396759599
ENSG00000117298.14|mRNA|ECE1|ENSG00000117298.14|ENSG00000117298.14|0|7265	0.292345206361215	0.281041548210093	0.823266102053223	94.8165077198052
ENSG00000090686.15|mRNA|USP48|ENSG00000090686.15|ENSG00000090686.15|0|9497	-0.0102904041510676	0.95299110532512	0.999326963430803	171.93436294644
ENSG00000070831.15|mRNA|CDC42|ENSG00000070831.15|ENSG00000070831.15|0|3598	-0.0276941242133528	0.95299110532512	0.999326963430803	494.044003216765
ENSG00000173372.16|mRNA|C1QA|ENSG00000173372.16|ENSG00000173372.16|0|1272	Inf	0.387981722849639	0.897188131132896	9.01435463308197
ENSG00000159189.11|mRNA|C1QC|ENSG00000159189.11|ENSG00000159189.11|0|1335	0.640616878855167	0.0751153248910387	0.555212885919422	11.1315987506169
ENSG00000173369.15|mRNA|C1QB|ENSG00000173369.15|ENSG00000173369.15|0|1601	0.326334934537168	0.0834988981527279	0.564653896373234	18.4603192931902
ENSG00000004487.15|mRNA|KDM1A|ENSG00000004487.15|ENSG00000004487.15|0|5435	-0.0140830930378693	0.401192720332313	0.900794173085228	126.915813467675
ENSG00000240553.1|lncRNA|AL031428.1|ENSG00000240553.1|ENSG00000240553.1|0|666	0.781082671928904	0.0227938104697538	0.369414701692526	5.90472928201254
ENSG00000125944.19|mRNA|HNRNPR|ENSG00000125944.19|ENSG00000125944.19|0|8676	0.0374959475989876	0.804403399861297	0.991519679819311	247.467283254162
ENSG00000204219.9|mRNA|TCEA3|ENSG00000204219.9|ENSG00000204219.9|0|3515	-0.366579615814404	0.240479888858615	0.791135965589499	36.8997291012409
ENSG00000117318.8|mRNA|ID3|ENSG00000117318.8|ENSG00000117318.8|0|1797	0.274938379765074	0.387981722849639	0.897188131132896	25.4646820748928
ENSG00000142676.12|mRNA|RPL11|ENSG00000142676.12|ENSG00000142676.12|0|1987	-0.392603748873599	0.00910121217496913	0.268391932231951	1336.67549677992
ENSG00000011007.12|mRNA|ELOA|ENSG00000011007.12|ENSG00000011007.12|0|5391	0.120996859068986	0.645368091549133	0.980650956640794	115.310066655675
ENSG00000057757.9|mRNA|PITHD1|ENSG00000057757.9|ENSG00000057757.9|0|2186	-0.29047153902481	0.164413646719586	0.724103520310047	81.717194374689
ENSG00000011009.10|mRNA|LYPLA2|ENSG00000011009.10|ENSG00000011009.10|0|2196	-0.0502647245843413	0.628491941058299	0.980262375898181	28.0481264069859
ENSG00000189266.11|mRNA|PNRC2|ENSG00000189266.11|ENSG00000189266.11|0|2564	-0.193691450437501	0.0638098231974601	0.52830101087217	248.775829537373
ENSG00000188529.14|mRNA|SRSF10|ENSG00000188529.14|ENSG00000188529.14|0|10277	0.236246134383767	0.428391455758185	0.910073345114213	126.688952356305
ENSG00000117602.11|mRNA|RCAN3|ENSG00000117602.11|ENSG00000117602.11|0|7077	-0.66809713181467	3.97104282500135e-06	0.0113591680009164	152.544901717114
ENSG00000133226.16|mRNA|SRRM1|ENSG00000133226.16|ENSG00000133226.16|0|8168	0.0232871944572324	0.896804362318784	0.997592408482551	405.246523554722
ENSG00000169504.14|mRNA|CLIC4|ENSG00000169504.14|ENSG00000169504.14|0|4495	0.325339341071843	0.0674153059265228	0.537162904186124	290.570593501103
ENSG00000020633.18|mRNA|RUNX3|ENSG00000020633.18|ENSG00000020633.18|0|4523	-0.262251542995369	0.531402993968218	0.94738439653854	146.849299708171
ENSG00000117614.9|mRNA|SYF2|ENSG00000117614.9|ENSG00000117614.9|0|3370	-0.229235432632676	0.053914967012212	0.511521602449195	235.544937028867
ENSG00000183726.10|mRNA|TMEM50A|ENSG00000183726.10|ENSG00000183726.10|0|3410	0.0205988120336391	0.896804362318784	0.997592408482551	126.217648385606
ENSG00000204178.9|mRNA|TMEM57|ENSG00000204178.9|ENSG00000204178.9|0|3979	-0.323715448801942	0.0227938104697538	0.369414701692526	50.0930266568781
ENSG00000157978.11|mRNA|LDLRAP1|ENSG00000157978.11|ENSG00000157978.11|0|5397	-0.314468025452442	0.732295750544863	0.987464366908432	156.030250567009
ENSG00000162430.16|mRNA|SELENON|ENSG00000162430.16|ENSG00000162430.16|0|4424	0.359737138217584	0.0638098231974601	0.52830101087217	53.2107679952884
ENSG00000255054.3|mRNA|AL020996.2|ENSG00000255054.3|ENSG00000255054.3|0|792	0.273336825707077	0.260227718100611	0.806480376627083	24.8460880103812
ENSG00000117640.17|mRNA|MTFR1L|ENSG00000117640.17|ENSG00000117640.17|0|5817	0.163179020899549	0.500775880561359	0.931687418761475	50.2130591747435
ENSG00000117632.22|mRNA|STMN1|ENSG00000117632.22|ENSG00000117632.22|0|6261	0.337401075879703	0.628491941058299	0.980262375898181	88.0173198048279
ENSG00000142684.8|mRNA|ZNF593|ENSG00000142684.8|ENSG00000142684.8|0|769	0.00219698578033167	0.485812152452132	0.92706181593684	12.3729569429139
ENSG00000142669.14|mRNA|SH3BGRL3|ENSG00000142669.14|ENSG00000142669.14|0|1786	-0.000851937193191432	0.204132900197525	0.76031531382164	855.257774632232
ENSG00000158062.20|mRNA|UBXN11|ENSG00000158062.20|ENSG00000158062.20|0|4704	-0.206629281283059	0.150227963945007	0.7010229867287	46.9338023941376
ENSG00000169442.8|mRNA|CD52|ENSG00000169442.8|ENSG00000169442.8|0|935	-0.563881357659962	0.0243423785090875	0.379462527113051	208.968982212922
ENSG00000198830.10|mRNA|HMGN2|ENSG00000198830.10|ENSG00000198830.10|0|2509	-0.0621695657292154	0.260227718100611	0.806480376627083	296.660584680102
ENSG00000117676.13|mRNA|RPS6KA1|ENSG00000117676.13|ENSG00000117676.13|0|5884	-0.208878909304046	0.349928483610998	0.874974149798303	119.837212920937
ENSG00000117713.18|mRNA|ARID1A|ENSG00000117713.18|ENSG00000117713.18|0|15922	-0.0993189192168096	0.401192720332313	0.900794173085228	390.585871903472
ENSG00000090273.13|mRNA|NUDC|ENSG00000090273.13|ENSG00000090273.13|0|2856	-0.00681215028315041	1	1	134.662857926277
ENSG00000142784.15|mRNA|WDTC1|ENSG00000142784.15|ENSG00000142784.15|0|6024	-0.19414487011964	0.0480398349407805	0.499701628538555	92.4477726278769
ENSG00000158195.10|mRNA|WASF2|ENSG00000158195.10|ENSG00000158195.10|0|5676	-0.149262053413496	0.053914967012212	0.511521602449195	396.252354509479
ENSG00000000938.12|mRNA|FGR|ENSG00000000938.12|ENSG00000000938.12|0|3474	-0.222936821117576	0.387981722849639	0.897188131132896	173.32469821605
ENSG00000126709.14|mRNA|IFI6|ENSG00000126709.14|ENSG00000126709.14|0|865	0.902637588129871	0.0174048999597602	0.336396731992527	18.2745261021975
ENSG00000117758.13|mRNA|STX12|ENSG00000117758.13|ENSG00000117758.13|0|3846	-0.0105594701325371	0.628491941058299	0.980262375898181	45.7612931912898
ENSG00000117751.17|mRNA|PPP1R8|ENSG00000117751.17|ENSG00000117751.17|0|2819	-0.086982926763846	0.841118251226527	0.995456664308433	46.7506747287787
ENSG00000130775.15|mRNA|THEMIS2|ENSG00000130775.15|ENSG00000130775.15|0|4621	-0.175264301605666	0.27050082337281	0.8106522841885	160.797688905888
ENSG00000117748.9|mRNA|RPA2|ENSG00000117748.9|ENSG00000117748.9|0|2019	-0.139063871391243	0.442373695404302	0.915968118497291	86.9407698301661
ENSG00000126698.10|mRNA|DNAJC8|ENSG00000126698.10|ENSG00000126698.10|0|2888	0.164247230777185	0.250221158320467	0.798391102482652	181.204677338298
ENSG00000130770.17|mRNA|ATPIF1|ENSG00000130770.17|ENSG00000130770.17|0|2225	-0.0592011135226658	0.697046609842373	0.986536942211476	150.978070493861
ENSG00000204138.12|mRNA|PHACTR4|ENSG00000204138.12|ENSG00000204138.12|0|7322	0.0698335090865818	0.768104789451069	0.988377755386766	113.97640643841
ENSG00000274266.1|snoRNA|SNORA73A|ENSG00000274266.1|ENSG00000274266.1|0|206	NA	0.961877916802719	0.999326963430803	6.57517039941671
ENSG00000200087.1|snoRNA|SNORA73B|ENSG00000200087.1|ENSG00000200087.1|0|204	-0.0822358633329423	0.628491941058299	0.980262375898181	16.5709525345532
ENSG00000273544.1|snoRNA|SNORA44|ENSG00000273544.1|ENSG00000273544.1|0|132	NA	0.265736016958648	0.8106522841885	1.22309563028737
ENSG00000120656.11|mRNA|TAF12|ENSG00000120656.11|ENSG00000120656.11|0|2337	-0.234762499186206	0.456607005163088	0.922078600966477	37.7431935915737
ENSG00000270103.3|lncRNA|AL360012.1|ENSG00000270103.3|ENSG00000270103.3|0|131	0.299278591202802	0.485812152452132	0.92706181593684	14.5755920106946
ENSG00000274978.1|snRNA|RNU11|ENSG00000274978.1|ENSG00000274978.1|0|134	0.299278591202802	0.485812152452132	0.92706181593684	14.5755920106946
ENSG00000198492.15|mRNA|YTHDF2|ENSG00000198492.15|ENSG00000198492.15|0|3859	4.94979338565571e-05	0.61180313987599	0.976052917799927	76.8068962845857
ENSG00000159023.19|mRNA|EPB41|ENSG00000159023.19|ENSG00000159023.19|0|10739	-0.501775564798971	0.00142634230069017	0.16320208604497	1255.18340865304
ENSG00000116350.16|mRNA|SRSF4|ENSG00000116350.16|ENSG00000116350.16|0|8893	-0.0144190022771635	0.971784473836121	0.999326963430803	204.755236932255
ENSG00000162511.7|mRNA|LAPTM5|ENSG00000162511.7|ENSG00000162511.7|0|3274	-0.354583639892693	0.0402178444840127	0.471488295682452	407.617325231061
ENSG00000134644.15|mRNA|PUM1|ENSG00000134644.15|ENSG00000134644.15|0|6621	0.0894412628374983	0.750134616078316	0.987464366908432	155.855549973099
ENSG00000060688.12|mRNA|SNRNP40|ENSG00000060688.12|ENSG00000060688.12|0|3881	0.0401979446376188	0.841118251226527	0.995456664308433	53.9400155486902
ENSG00000121766.15|mRNA|ZCCHC17|ENSG00000121766.15|ENSG00000121766.15|0|1921	0.0192763825366749	0.822713497658148	0.991519679819311	200.437653503185
ENSG00000162517.12|mRNA|PEF1|ENSG00000162517.12|ENSG00000162517.12|0|2227	0.122262823397973	0.260227718100611	0.806480376627083	40.9495893303665
ENSG00000184007.18|mRNA|PTP4A2|ENSG00000184007.18|ENSG00000184007.18|0|6267	-0.0203239224474672	0.95299110532512	0.999326963430803	890.186197908845
ENSG00000121774.17|mRNA|KHDRBS1|ENSG00000121774.17|ENSG00000121774.17|0|3588	-0.0585973493990766	0.822713497658148	0.991519679819311	235.588337110023
ENSG00000025800.13|mRNA|KPNA6|ENSG00000025800.13|ENSG00000025800.13|0|7480	0.154470972405368	0.990593114772957	0.999326963430803	88.9768713810855
ENSG00000250135.1|lncRNA|AL049795.2|ENSG00000250135.1|ENSG00000250135.1|0|667	0.0987331264588804	0.662424289756309	0.982813631145188	14.0248145155465
ENSG00000084652.15|mRNA|TXLNA|ENSG00000084652.15|ENSG00000084652.15|0|5103	0.276325329282114	0.291850616356739	0.833172343401648	95.6790044929514
ENSG00000084623.11|mRNA|EIF3I|ENSG00000084623.11|ENSG00000084623.11|0|1725	0.158779761016256	0.750134616078316	0.987464366908432	111.368390831916
ENSG00000182866.16|mRNA|LCK|ENSG00000182866.16|ENSG00000182866.16|0|3339	-0.47640511761433	0.240479888858615	0.791135965589499	91.9417642318873
ENSG00000116478.11|mRNA|HDAC1|ENSG00000116478.11|ENSG00000116478.11|0|3963	0.101117302036428	0.547056339468211	0.952727341886647	99.5954828542262
ENSG00000175130.6|mRNA|MARCKSL1|ENSG00000175130.6|ENSG00000175130.6|0|1699	0.16999244638435	0.697046609842373	0.986536942211476	63.809829269808
ENSG00000160058.18|mRNA|BSDC1|ENSG00000160058.18|ENSG00000160058.18|0|6271	0.0517508733474594	0.915490944793993	0.999007688475664	78.4590969208484
ENSG00000176261.15|mRNA|ZBTB8OS|ENSG00000176261.15|ENSG00000176261.15|0|3531	-0.171400189545505	0.0674153059265228	0.537162904186124	50.9970064380534
ENSG00000162521.18|mRNA|RBBP4|ENSG00000162521.18|ENSG00000162521.18|0|9470	0.0224510400235998	0.500775880561359	0.931687418761475	164.459944438421
ENSG00000116514.16|mRNA|RNF19B|ENSG00000116514.16|ENSG00000116514.16|0|2610	-0.0253061740271798	0.515974464418479	0.938896282104999	61.3198597277839
ENSG00000004455.16|mRNA|AK2|ENSG00000004455.16|ENSG00000004455.16|0|5727	0.15438223893823	0.934223236033002	0.999007688475664	74.1497243147179
ENSG00000160094.14|mRNA|ZNF362|ENSG00000160094.14|ENSG00000160094.14|0|3331	-0.0291338297935164	0.85960814898831	0.995711322203305	73.3971433472454
ENSG00000134686.18|mRNA|PHC2|ENSG00000134686.18|ENSG00000134686.18|0|4975	0.38015640411641	0.124616437966269	0.657685093731572	71.0016384341925
ENSG00000271741.1|mRNA|AC114490.2|ENSG00000271741.1|ENSG00000271741.1|0|3099	-0.0533831503930084	0.697046609842373	0.986536942211476	37.1107574543695
ENSG00000116560.10|mRNA|SFPQ|ENSG00000116560.10|ENSG00000116560.10|0|7426	0.26188207174155	0.562928959157533	0.959629492056093	391.202165051687
ENSG00000146463.11|mRNA|ZMYM4|ENSG00000146463.11|ENSG00000146463.11|0|7647	0.0809956843807331	0.456607005163088	0.922078600966477	167.464794046159
ENSG00000134698.10|mRNA|AGO4|ENSG00000134698.10|ENSG00000134698.10|0|7267	0.0702270399033509	0.628491941058299	0.980262375898181	112.218738376543
ENSG00000116863.10|mRNA|ADPRHL2|ENSG00000116863.10|ENSG00000116863.10|0|1668	-0.228347316796312	0.971784473836121	0.999326963430803	16.3130386744929
ENSG00000116871.15|mRNA|MAP7D1|ENSG00000116871.15|ENSG00000116871.15|0|5271	0.299299955428645	0.204132900197525	0.76031531382164	141.37753885689
ENSG00000054118.13|mRNA|THRAP3|ENSG00000054118.13|ENSG00000054118.13|0|4736	-0.0310242949953476	0.714596939088333	0.986536942211476	367.573132392601
ENSG00000142694.6|mRNA|EVA1B|ENSG00000142694.6|ENSG00000142694.6|0|1211	0.409289196229871	0.171864572038226	0.732120042167305	13.0773982464437
ENSG00000196182.10|mRNA|STK40|ENSG00000196182.10|ENSG00000196182.10|0|5590	0.0156399178564124	0.471087772266188	0.92706181593684	220.648703399054
ENSG00000181817.5|mRNA|LSM10|ENSG00000181817.5|ENSG00000181817.5|0|1496	0.10550990274067	0.662424289756309	0.982813631145188	26.3938207561062
ENSG00000116898.11|mRNA|MRPS15|ENSG00000116898.11|ENSG00000116898.11|0|2916	0.119983878271824	0.41466347799495	0.904073840552252	54.223869711757
ENSG00000163875.15|mRNA|MEAF6|ENSG00000163875.15|ENSG00000163875.15|0|3487	-0.089922282746957	0.595308612426945	0.971409176182131	98.1998140982483
ENSG00000134697.12|mRNA|GNL2|ENSG00000134697.12|ENSG00000134697.12|0|5745	0.0929044472473786	0.95299110532512	0.999326963430803	108.584423021062
ENSG00000183431.11|mRNA|SF3A3|ENSG00000183431.11|ENSG00000183431.11|0|4740	0.130614877163278	0.579015101701662	0.961551639139393	129.094727719925
ENSG00000183520.11|mRNA|UTP11|ENSG00000183520.11|ENSG00000183520.11|0|3385	0.20096694080686	0.841118251226527	0.995456664308433	37.728189011214
ENSG00000273637.1|lncRNA|AL139260.2|ENSG00000273637.1|ENSG00000273637.1|0|2171	-0.0432752519422381	0.768104789451069	0.988377755386766	43.8658696702973
ENSG00000214114.8|mRNA|MYCBP|ENSG00000214114.8|ENSG00000214114.8|0|3039	-0.0715217672204096	0.61180313987599	0.976052917799927	37.0233559700936
ENSG00000174574.15|mRNA|AKIRIN1|ENSG00000174574.15|ENSG00000174574.15|0|2741	0.0740166130036117	0.337776029407368	0.869283249770378	88.9838410129992
ENSG00000168653.10|mRNA|NDUFS5|ENSG00000168653.10|ENSG00000168653.10|0|548	0.111178359638513	0.500775880561359	0.931687418761475	116.423502746738
ENSG00000127603.24|mRNA|MACF1|ENSG00000127603.24|ENSG00000127603.24|0|42672	0.287786710113474	0.0402178444840127	0.471488295682452	663.563838836248
ENSG00000090621.13|mRNA|PABPC4|ENSG00000090621.13|ENSG00000090621.13|0|6782	-0.0322030751148876	0.822713497658148	0.991519679819311	226.839783982062
ENSG00000131236.16|mRNA|CAP1|ENSG00000131236.16|ENSG00000131236.16|0|3814	-0.0596529803466392	0.786197429168564	0.989187484555389	923.12100742034
ENSG00000084070.11|mRNA|SMAP2|ENSG00000084070.11|ENSG00000084070.11|0|3631	-0.367503996204743	0.00618500111027098	0.239083725350407	383.937981024359
ENSG00000066136.20|mRNA|NFYC|ENSG00000066136.20|ENSG00000066136.20|0|5990	0.0282975210050633	0.531402993968218	0.94738439653854	89.7698548020699
ENSG00000010803.16|mRNA|SCMH1|ENSG00000010803.16|ENSG00000010803.16|0|4447	-0.197567866855637	0.349928483610998	0.874974149798303	62.4500612017676
ENSG00000198815.8|mRNA|FOXJ3|ENSG00000198815.8|ENSG00000198815.8|0|6893	0.0328847599309308	0.841118251226527	0.995456664308433	127.606477001518
ENSG00000127125.8|mRNA|PPCS|ENSG00000127125.8|ENSG00000127125.8|0|2590	-0.231927671949843	0.0638098231974601	0.52830101087217	69.4233788652225
ENSG00000065978.18|mRNA|YBX1|ENSG00000065978.18|ENSG00000065978.18|0|1930	-0.0235061981246094	0.442373695404302	0.915968118497291	2101.37378974806
ENSG00000177868.11|mRNA|SVBP|ENSG00000177868.11|ENSG00000177868.11|0|1208	-0.453309690976261	0.000387317997544878	0.105516488759726	53.5548298397788
ENSG00000117394.20|mRNA|SLC2A1|ENSG00000117394.20|ENSG00000117394.20|0|4721	-0.438600098525785	0.0509083406729621	0.504760168093616	97.6511081503161
ENSG00000117395.12|mRNA|EBNA1BP2|ENSG00000117395.12|ENSG00000117395.12|0|3561	0.414396228126309	0.27050082337281	0.8106522841885	65.4862011737366
ENSG00000117400.16|mRNA|MPL|ENSG00000117400.16|ENSG00000117400.16|0|2086	-Inf	0.148641475206158	0.7010229867287	54.7896063208206
ENSG00000126091.19|mRNA|ST3GAL3|ENSG00000126091.19|ENSG00000126091.19|0|4443	-0.284193627454867	0.697046609842373	0.986536942211476	38.0134695855313
ENSG00000200169.1|snRNA|RNU5D-1|ENSG00000200169.1|ENSG00000200169.1|0|116	NA	0.920114311366295	0.999007688475664	0.424187643115
ENSG00000142937.11|mRNA|RPS8|ENSG00000142937.11|ENSG00000142937.11|0|2847	-0.284829119239596	0.053914967012212	0.511521602449195	1802.55029191501
ENSG00000264294.1|snoRNA|SNORD55|ENSG00000264294.1|ENSG00000264294.1|0|80	NA	0.0494706098709586	0.504760168093616	1.30479275010087
ENSG00000202444.1|snRNA|RNU5E-6P|ENSG00000202444.1|ENSG00000202444.1|0|115	NA	0.832270786918243	0.995456664308433	1.08418308684911
ENSG00000126088.13|mRNA|UROD|ENSG00000126088.13|ENSG00000126088.13|0|2908	-0.103625894504892	0.990593114772957	0.999326963430803	38.7756647241675
ENSG00000117450.13|mRNA|PRDX1|ENSG00000117450.13|ENSG00000117450.13|0|1522	0.448948669204725	0.714596939088333	0.986536942211476	60.5315836011513
